Seq. Name	Seq. Description	Seq. Length	#Hits	min. eValue	mean Similarity	#GOs	GOs	Enzyme Codes	InterProScan
Be3_6926	glycyl-trna synthetase	615	5	0.0	70.2%	1	P:translation	-		
Be3_6927	---NA---	615	0			0	-			
Be3_6928	atp synthase subunit alpha	615	5	0.0	87.4%	0	-			
Be3_6929	---NA---	615	0			0	-			
Be3_6930	---NA---	615	0			0	-			
Be3_6931	---NA---	615	0			0	-			
Be3_6932	---NA---	615	0			0	-			
Be3_6933	---NA---	615	0			0	-			
Be3_6934	---NA---	615	0			0	-			
Be3_6935	---NA---	615	0			0	-			
Be3_6936	---NA---	615	0			0	-			
Be3_6937	---NA---	615	0			0	-			
Be3_6938	---NA---	615	0			0	-			
Be3_6939	---NA---	615	0			0	-			
Be3_6940	---NA---	615	0			0	-			
Be3_6941	---NA---	614	0			0	-			
Be3_6942	---NA---	614	0			0	-			
Be3_6943	u1 snrnp splicing complex subunit	614	5	1.19849E-15	55.2%	0	-			
Be3_6944	solute carrier family 25 member 40	614	5	1.33788E-45	60.2%	3	P:biosynthetic process; P:transport; C:cell	-		
Be3_6945	triacylglycerol lipase	614	5	4.97306E-31	62.6%	1	P:lipid metabolic process			
Be3_6946	hypothetical protein BATDEDRAFT_26285	614	3	1.70919E-17	55.67%	0	-			
Be3_6947	---NA---	614	0			0	-			
Be3_6948	---NA---	614	0			0	-			
Be3_6949	---NA---	614	0			0	-			
Be3_6950	major facilitator superfamily superfamily protein	614	5	2.88365E-94	52.2%	6	F:substrate-specific transmembrane transporter activity; C:integral to membrane; C:membrane; P:transmembrane transport; P:transport; F:transporter activity			
Be3_6951	sumo deconjugating cysteine peptidase ulp2	614	5	6.43684E-27	47.6%	7	P:proteolysis; F:hydrolase activity; F:cysteine-type peptidase activity; F:peptidase activity; C:nucleus; P:signal transduction; C:intracellular			
Be3_6952	myotubularin-related protein 14-like	614	5	4.22967E-67	63.2%	4	F:phosphatase activity; P:dephosphorylation; P:peptidyl-tyrosine dephosphorylation; F:protein tyrosine phosphatase activity			
Be3_6953	---NA---	614	0			0	-			
Be3_6954	---NA---	614	0			0	-			
Be3_6955	---NA---	614	0			0	-			
Be3_6956	acetyl- carboxylase biotin carboxylase subunit 2	614	5	1.93223E-99	59.8%	5	F:biotin carboxylase activity; F:ATP binding; F:ligase activity; P:metabolic process; F:catalytic activity			
Be3_6957	guanine nucleotide-binding protein alpha subunit	614	5	2.5452E-140	74.4%	11	P:signal transduction; P:nucleobase-containing compound metabolic process; P:biosynthetic process; F:signal transducer activity; F:nucleotide binding; C:protein complex; C:plasma membrane; P:catabolic process; F:protein binding; F:hydrolase activity; F:receptor binding	-		
Be3_6958	hypothetical protein RO3G_01044	613	5	4.95035E-82	51.6%	0	-			
Be3_6959	mhc class ii regulatory factor rfx1-like	613	5	5.18819E-39	53.6%	5	P:regulation of transcription, DNA-dependent; P:transcription, DNA-dependent; F:transcription regulator activity; C:nucleus; F:DNA binding			
Be3_6960	related to snf1-carbon catabolite derepressing ser thr protein kinase	613	5	1.78147E-134	84.2%	0	-			
Be3_6961	abc transporter abcc1	613	5	3.94244E-167	64.4%	10	F:ATPase activity, coupled to transmembrane movement of substances; C:integral to membrane; P:transport; P:ATP catabolic process; F:nucleotide binding; F:nucleoside-triphosphatase activity; F:ATP binding; F:ATPase activity; P:transmembrane transport; F:transporter activity			
Be3_6962	---NA---	613	0			0	-			
Be3_6963	hsp90 co-chaperone cdc37	613	5	3.54416E-31	46.0%	4	C:cytoplasm; F:protein binding; P:cell cycle; P:regulation of biological process	-		
Be3_6964	---NA---	613	0			0	-			
Be3_6965	probable negative regulator sulfur controller-3	613	5	1.37852E-45	76.2%	1	P:ubiquitin-dependent protein catabolic process			
Be3_6966	---NA---	613	0			0	-			
Be3_6967	---NA---	613	0			0	-			
Be3_6968	---NA---	613	0			0	-			
Be3_6969	---NA---	613	0			0	-			
Be3_6970	predicted protein	613	1	6.51468E-11	38.0%	0	-			
Be3_6971	hypothetical protein BATDEDRAFT_85862	613	1	1.48387E-39	46.0%	0	-			
Be3_6972	---NA---	613	0			0	-			
Be3_6973	-domain-containing protein	613	5	1.2969E-61	61.8%	3	F:unfolded protein binding; P:protein folding; F:heat shock protein binding			
Be3_6974	probable cof1- actin binding and severing protein	613	5	1.09988E-46	77.2%	2	P:biological_process; C:nucleus	-		
Be3_6975	40s ribosomal protein s3	613	5	1.00349E-103	88.0%	10	F:structural molecule activity; F:RNA binding; C:vacuole; C:ribosome; C:cytosol; C:plastid; P:translation; P:response to stress; P:response to abiotic stimulus; P:biological_process	-		
Be3_6976	---NA---	612	0			0	-			
Be3_6977	---NA---	612	0			0	-			
Be3_6978	hypothetical protein BATDEDRAFT_26298	612	5	3.65325E-67	58.2%	0	-			
Be3_6979	---NA---	612	0			0	-			
Be3_6980	hypothetical protein RO3G_16967	612	5	7.42358E-26	55.6%	0	-			
Be3_6981	t-complex protein theta subunit	612	5	0.0	78.4%	0	-			
Be3_6982	probable acetoacetyl- thiolase	612	5	3.27885E-156	79.2%	1	F:catalytic activity	-		
Be3_6983	---NA---	612	0			0	-			
Be3_6984	---NA---	612	0			0	-			
Be3_6985	---NA---	612	0			0	-			
Be3_6986	---NA---	612	0			0	-			
Be3_6987	---NA---	612	0			0	-			
Be3_6988	---NA---	612	0			0	-			
Be3_6989	---NA---	612	0			0	-			
Be3_6990	histone deacetylase 2-like	612	5	8.63386E-167	79.4%	7	F:hydrolase activity; P:regulation of biological process; ; P:organelle organization; P:cellular protein modification process; C:nucleoplasm; C:protein complex	(3.5) Acting on carbon-nitrogen bonds, other than peptide bonds		
Be3_6991	replication factor c subunit 3	612	5	7.76844E-115	65.8%	1	F:binding	-		
Be3_6992	kexin like processing protease	612	5	3.00295E-97	58.4%	1	F:hydrolase activity	-		
Be3_6993	---NA---	612	0			0	-			
Be3_6994	---NA---	612	0			0	-			
Be3_6995	---NA---	612	0			0	-			
Be3_6996	px-domain-containing protein	611	5	3.37685E-96	53.8%	2	F:phosphatidylinositol binding; P:cell communication			
Be3_6997	actin-like atpase domain-containing protein	611	5	5.07008E-28	57.6%	0	-			
Be3_6998	cell division cycle protein 45	611	4	1.62874E-15	62.0%	1	P:DNA-dependent DNA replication initiation			
Be3_6999	---NA---	611	0			0	-			
Be3_7000	---NA---	611	0			0	-			
Be3_7001	dimethyladenosine transferase	611	5	1.64483E-145	78.4%	0	-			
Be3_7002	---NA---	611	0			0	-			
Be3_7003	trafficking protein particle complex subunit 2-like	611	5	1.11429E-47	74.0%	0	-			
Be3_7004	predicted protein	611	5	3.99296E-100	57.2%	0	-			
Be3_7005	magnesium transporter	611	5	6.43927E-57	60.8%	0	-			
Be3_7006	trehalose maltose-binding protein	611	5	1.34263E-27	53.2%	2	P:transport; F:transporter activity			
Be3_7007	---NA---	611	0			0	-			
Be3_7008	periplasmic binding protein	611	5	4.38302E-37	42.2%	0	-			
Be3_7009	---NA---	611	0			0	-			
Be3_7010	probable ccr4-not transcription subunit 7	611	5	2.89732E-73	64.6%	2	F:nucleic acid binding; C:nucleus			
Be3_7011	---NA---	610	0			0	-			
Be3_7012	---NA---	610	0			0	-			
Be3_7013	---NA---	610	0			0	-			
Be3_7014	---NA---	610	0			0	-			
Be3_7015	26s protease regulatory subunit 10b	610	5	0.0	92.8%	6	F:hydrolase activity; C:cytoplasm; F:nucleotide binding; P:protein metabolic process; P:catabolic process; F:peptidase activity	(3.6) Acting on acid anhydrides		
Be3_7016	gbp4 protein	610	5	5.83767E-100	57.6%	3	F:GTP binding; F:GTPase activity; P:GTP catabolic process			
Be3_7017	40s ribosomal protein s2	610	5	1.47597E-124	89.0%	0	-			
Be3_7018	predicted protein	610	1	4.20401E-13	43.0%	0	-			
Be3_7019	proteasome maturation factor ump1	610	5	9.37807E-27	55.8%	0	-			
Be3_7020	histone h3	610	5	1.38871E-27	50.8%	5	C:chromosome; C:nucleosome; P:nucleosome assembly; C:nucleus; F:DNA binding			
Be3_7021	---NA---	610	0			0	-			
Be3_7022	---NA---	610	0			0	-			
Be3_7023	---NA---	610	0			0	-			
Be3_7024	ankyrin repeat protein	610	5	7.33777E-21	52.2%	0	-			
Be3_7025	thioredoxin domain-containing protein 3 homolog	610	5	2.0098E-134	53.2%	0	-			
Be3_7026	histone-lysine n- h3 lysine-9 specific suvh7-like	610	5	1.5961E-16	55.0%	0	-			
Be3_7027	---NA---	610	0			0	-			
Be3_7028	malate nad-dependent	610	5	4.14624E-131	80.2%	6	P:carbohydrate metabolic process; F:binding; F:catalytic activity; P:metabolic process; P:generation of precursor metabolites and energy; P:catabolic process	(1.1) Acting on the CH-OH group of donors		
Be3_7029	---NA---	610	0			0	-			
Be3_7030	cyclopropane-fatty-acyl-phospholipid synthase-like protein	610	5	4.9067E-154	62.0%	1	P:lipid biosynthetic process			
Be3_7031	---NA---	609	0			0	-			
Be3_7032	g-protein-coupled receptor family 3 protein 5	609	5	1.35502E-16	45.0%	4	C:integral to membrane; F:G-protein coupled receptor activity; F:G-protein coupled GABA receptor activity; P:G-protein coupled receptor signaling pathway			
Be3_7033	---NA---	609	0			0	-			
Be3_7034	pyruvate kinase	609	5	0.0	73.8%	4	F:binding; F:kinase activity; P:metabolic process; F:nucleotide binding	-		
Be3_7035	polysaccharide deacetylase	609	5	1.933E-41	51.8%	3	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:carbohydrate metabolic process; F:catalytic activity			
Be3_7036	---NA---	609	0			0	-			
Be3_7037	---NA---	609	0			0	-			
Be3_7038	---NA---	609	0			0	-			
Be3_7039	---NA---	609	0			0	-			
Be3_7040	---NA---	609	0			0	-			
Be3_7041	predicted protein	609	1	1.4158E-11	41.0%	0	-			
Be3_7042	---NA---	609	0			0	-			
Be3_7043	---NA---	609	0			0	-			
Be3_7044	ribosomal protein s17e	609	5	8.87089E-53	84.6%	4	C:ribosome; F:structural molecule activity; P:translation; P:biological_process	-		
Be3_7045	sterol esterase tgl1	609	5	6.82636E-103	57.0%	1	P:lipid metabolic process			
Be3_7046	---NA---	609	0			0	-			
Be3_7047	---NA---	609	0			0	-			
Be3_7048	s-adenosyl-l-methionine-dependent methyltransferase	609	5	8.29008E-111	62.8%	3	F:methyltransferase activity; C:cytoplasm; P:methylation			
Be3_7049	---NA---	609	0			0	-			
Be3_7050	hypothetical protein BAUCODRAFT_148615	609	5	1.34297E-24	59.4%	0	-			
Be3_7051	copper silver-translocating p-type atpase	609	5	1.83842E-49	52.6%	0	-			
Be3_7052	---NA---	609	0			0	-			
Be3_7053	protein phosphatase 1 regulatory subunit 7	609	5	4.23401E-46	76.4%	0	-			
Be3_7054	---NA---	609	0			0	-			
Be3_7055	predicted protein	608	1	2.37211E-17	42.0%	0	-			
Be3_7056	---NA---	608	0			0	-			
Be3_7057	---NA---	608	0			0	-			
Be3_7058	---NA---	608	0			0	-			
Be3_7059	derlin-like protein	608	5	3.18715E-46	63.6%	0	-			
Be3_7060	---NA---	608	0			0	-			
Be3_7061	---NA---	608	0			0	-			
Be3_7062	---NA---	608	0			0	-			
Be3_7063	---NA---	608	0			0	-			
Be3_7064	---NA---	608	0			0	-			
Be3_7065	cystathionine gamma-synthase	608	5	9.09088E-129	55.8%	7	P:cellular amino acid metabolic process; F:catalytic activity; F:pyridoxal phosphate binding; F:cystathionine gamma-synthase activity; F:transferase activity; P:cellular amino acid biosynthetic process; P:methionine biosynthetic process			
Be3_7066	---NA---	608	0			0	-			
Be3_7067	---NA---	608	0			0	-			
Be3_7068	flagellar associated protein	608	5	1.49965E-126	59.8%	2	P:nucleotide catabolic process; F:hydrolase activity			
Be3_7069	---NA---	608	0			0	-			
Be3_7070	---NA---	608	0			0	-			
Be3_7071	---NA---	608	0			0	-			
Be3_7072	---NA---	608	0			0	-			
Be3_7073	---NA---	608	0			0	-			
Be3_7074	hypothetical protein BATDEDRAFT_88410	608	1	1.07381E-49	49.0%	0	-			
Be3_7075	subfamily member 2	608	5	2.42561E-54	65.2%	1	F:binding	-		
Be3_7076	---NA---	608	0			0	-			
Be3_7077	---NA---	608	0			0	-			
Be3_7078	hypothetical protein BATDEDRAFT_24384	607	5	2.26822E-38	58.2%	0	-			
Be3_7079	sart-1-domain-containing protein	607	5	2.27604E-19	50.2%	0	-			
Be3_7080	a g-specific adenine dna glycosylase	607	5	2.68302E-87	58.8%	5	F:binding; P:response to stress; P:DNA metabolic process; C:mitochondrion; F:hydrolase activity	-		
Be3_7081	oligopeptide transporter	607	5	3.38396E-33	53.4%	0	-			
Be3_7082	y2354_dicdi ame: full=probable serine threonine-protein kinase ddb_g0292354	607	5	3.67325E-40	59.2%	5	F:ATP binding; F:protein kinase activity; F:nucleotide binding; P:protein phosphorylation; F:protein serine/threonine kinase activity			
Be3_7083	atp synthase subunit beta	607	5	0.0	90.6%	9	C:intracellular; C:protein complex; P:generation of precursor metabolites and energy; P:nucleobase-containing compound metabolic process; P:ion transport; P:biosynthetic process; F:hydrolase activity; F:transporter activity; F:nucleotide binding	(3.6) Acting on acid anhydrides		
Be3_7084	cbs domain containing protein	607	4	4.01534E-17	52.25%	2	C:cytoplasm; C:nucleus			
Be3_7085	---NA---	607	0			0	-			
Be3_7086	phytosulfokine receptor 1-like	607	5	1.8819E-11	54.4%	3	F:ATP binding; F:protein kinase activity; P:protein phosphorylation			
Be3_7087	chaperone protein	607	5	2.11859E-44	45.0%	2	F:ATP binding; F:nucleotide binding			
Be3_7088	fad nad-p-binding domain-containing protein	607	5	4.84908E-128	63.4%	0	-			
Be3_7089	nucleolar protein	607	5	1.32175E-21	55.0%	0	-			
Be3_7090	---NA---	607	0			0	-			
Be3_7091	axonemal outer arm dynein intermediate chain 1	607	5	3.57283E-157	73.6%	0	-			
Be3_7092	cytoplasmic dynein intermediate chain	607	5	2.78592E-58	64.6%	0	-			
Be3_7093	stomatin family protein	607	5	4.26403E-50	60.0%	0	-			
Be3_7094	mitochondrial import receptor subunit-like protein	607	5	3.5258E-118	59.6%	4	C:mitochondrial outer membrane; F:binding; P:intracellular protein transport; F:P-P-bond-hydrolysis-driven protein transmembrane transporter activity			
Be3_7095	---NA---	607	0			0	-			
Be3_7096	cell division control protein 42	607	5	1.31638E-109	81.6%	4	C:cell; C:intracellular; F:nucleotide binding; P:signal transduction	-		
Be3_7097	endoplasmic reticulum-golgi intermediate compartment protein 3	607	5	6.58428E-108	59.2%	0	-			
Be3_7098	predicted protein	606	1	9.61979E-20	41.0%	0	-			
Be3_7099	probable proteine disulfate isomerase	606	5	1.81302E-149	65.6%	0	-			
Be3_7100	---NA---	606	0			0	-			
Be3_7101	related to deacetylase	606	5	9.38631E-30	49.6%	3	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:carbohydrate metabolic process; F:catalytic activity			
Be3_7102	---NA---	606	0			0	-			
Be3_7103	amp deaminase	606	5	0.0	84.8%	0	-			
Be3_7104	---NA---	606	0			0	-			
Be3_7105	---NA---	606	0			0	-			
Be3_7106	---NA---	606	0			0	-			
Be3_7107	tubulin beta-2 chain	606	5	0.0	90.8%	0	-			
Be3_7108	trypsin domain protein	606	3	2.27137E-27	44.67%	7	P:proteolysis; F:serine-type endopeptidase activity; F:serine-type peptidase activity; F:hydrolase activity; F:catalytic activity; F:peptidase activity; C:collagen			
Be3_7109	---NA---	606	0			0	-			
Be3_7110	---NA---	606	0			0	-			
Be3_7111	---NA---	606	0			0	-			
Be3_7112	---NA---	606	0			0	-			
Be3_7113	---NA---	606	0			0	-			
Be3_7114	---NA---	606	0			0	-			
Be3_7115	related subfamily protein	606	5	3.38754E-19	48.8%	0	-			
Be3_7116	predicted protein	606	1	1.39727E-16	42.0%	0	-			
Be3_7117	---NA---	606	0			0	-			
Be3_7118	ring finger protein	605	5	5.41117E-45	40.8%	1	F:zinc ion binding			
Be3_7119	---NA---	605	0			0	-			
Be3_7120	isoform k	605	5	1.22586E-19	53.2%	0	-			
Be3_7121	---NA---	605	0			0	-			
Be3_7122	leucine-rich repeat-containing protein	605	5	3.56528E-38	47.8%	0	-			
Be3_7123	---NA---	605	0			0	-			
Be3_7124	---NA---	605	0			0	-			
Be3_7125	---NA---	605	0			0	-			
Be3_7126	predicted protein	605	1	4.53803E-14	44.0%	0	-			
Be3_7127	---NA---	605	0			0	-			
Be3_7128	guanine nucleotide-binding protein subunit beta-2-like 1	605	5	3.23507E-142	80.8%	0	-			
Be3_7129	---NA---	605	0			0	-			
Be3_7130	---NA---	605	0			0	-			
Be3_7131	---NA---	605	0			0	-			
Be3_7132	---NA---	605	0			0	-			
Be3_7133	---NA---	605	0			0	-			
Be3_7134	---NA---	605	0			0	-			
Be3_7135	hypothetical protein BATDEDRAFT_35697	604	5	2.95714E-159	60.2%	4	F:magnesium ion binding; P:carbohydrate metabolic process; F:intramolecular transferase activity, phosphotransferases; F:metal ion binding			
Be3_7136	---NA---	604	0			0	-			
Be3_7137	phospholipid scramblase	604	5	4.27581E-58	59.0%	2	P:response to stress; C:mitochondrion	-		
Be3_7138	snf2 helicase domain-containing protein	604	5	1.3038E-45	45.2%	5	F:helicase activity; F:nucleic acid binding; F:ATP binding; F:nucleotide binding; F:DNA binding			
Be3_7139	tyrosine-trna ligase	604	5	4.61173E-75	62.2%	10	F:ligase activity; F:tyrosine-tRNA ligase activity; P:tRNA aminoacylation for protein translation; F:nucleotide binding; C:cytoplasm; P:translation; F:ATP binding; F:RNA binding; P:tyrosyl-tRNA aminoacylation; F:aminoacyl-tRNA ligase activity			
Be3_7140	amino acid permease	604	5	5.01825E-101	63.2%	0	-			
Be3_7141	ring finger domain-containing	603	5	3.64835E-19	42.6%	2	F:metal ion binding; F:zinc ion binding			
Be3_7142	multidrug resistance-associated protein 4-like	603	5	4.33338E-36	49.6%	0	-			
Be3_7143	---NA---	603	0			0	-			
Be3_7144	cation channel sperm-associated protein 1	603	5	1.10322E-36	55.8%	1	P:biological_process	-		
Be3_7145	---NA---	603	0			0	-			
Be3_7146	dna-directed dna polymerase epsilon 2	603	5	1.14161E-48	50.4%	5	P:DNA replication; F:DNA-directed DNA polymerase activity; P:DNA-dependent DNA replication; C:nucleus; F:DNA binding			
Be3_7147	---NA---	603	0			0	-			
Be3_7148	---NA---	603	0			0	-			
Be3_7149	hypothetical protein RO3G_11331	603	5	1.01205E-60	51.6%	0	-			
Be3_7150	---NA---	603	0			0	-			
Be3_7151	myg1 protein	603	5	1.70258E-67	65.6%	2	C:mitochondrion; C:nucleus			
Be3_7152	hypothetical protein RO3G_11268	603	5	4.5455E-20	53.0%	0	-			
Be3_7153	px-domain-containing protein	603	5	4.48568E-41	70.0%	2	F:phosphatidylinositol binding; P:cell communication			
Be3_7154	hypothetical protein BATDEDRAFT_84593	603	5	1.13464E-73	57.2%	0	-			
Be3_7155	---NA---	602	0			0	-			
Be3_7156	PREDICTED: uncharacterized protein LOC100251787	602	5	8.46857E-25	63.4%	3	F:zinc ion binding; C:intracellular; F:DNA binding			
Be3_7157	---NA---	602	0			0	-			
Be3_7158	endoplasmic reticulum protein	602	5	2.87995E-27	76.6%	0	-			
Be3_7159	---NA---	602	0			0	-			
Be3_7160	---NA---	602	0			0	-			
Be3_7161	coiled-coil domain-containing protein 47	602	2	1.06066E-11	47.5%	0	-			
Be3_7162	---NA---	602	0			0	-			
Be3_7163	---NA---	602	0			0	-			
Be3_7164	---NA---	602	0			0	-			
Be3_7165	nucleostemin-like protein	602	5	6.23912E-147	68.6%	3	C:cytosol; C:nucleolus; F:nucleotide binding	-		
Be3_7166	sperm flagellar protein 1-like	602	5	2.60184E-34	74.0%	3	C:cilium; C:organelle; C:intracellular	-		
Be3_7167	---NA---	602	0			0	-			
Be3_7168	chaperonin-containing t-complex delta subunit cct4	602	5	0.0	85.8%	7	P:protein metabolic process; C:cytosol; C:protein complex; F:nucleotide binding; F:protein binding; C:nucleus; P:cellular component organization	-		
Be3_7169	intraflagellar transport protein 74 homolog	602	5	4.13512E-95	53.2%	3	F:molecular_function; P:biological_process; C:cellular_component			
Be3_7170	cyclopropane-fatty-acyl-phospholipid synthase	602	5	4.7511E-96	57.0%	0	-			
Be3_7171	---NA---	602	0			0	-			
Be3_7172	---NA---	602	0			0	-			
Be3_7173	---NA---	602	0			0	-			
Be3_7174	nad-dependent deacetylase sirtuin- partial	602	5	3.43224E-112	67.6%	0	-			
